'tagfield','tagsubfield','name','repeatable','mandatory'
'787','e','Språkkode.',0,0
'787','f','Landekode.',0,0
'787','g','Relasjonsopplysninger. (R)',1,0
'787','h','Materialbetegnelse.',0,0
'787','i','Årstall i "ren" form. (R)',1,0
'787','k','Serie. (R)',1,0
'787','s','Standardtittel',0,0
'787','t','Tittel',0,0
'787','w','Lokalt systems identifikasjonsnummer. (R)',1,0
'787','x','ISSN',0,0
'787','y','CODEN',0,0
'787','z','ISBN',0,0
'787','7','Type hovedordningsord i delfelt $a',0,0
'800','a','Navn.',0,0
'800','b','Nummer.',0,0
'800','c','Andre tilføyelser.',0,0
'800','d','Årstall forbundet med navn.',0,0
'800','j','Nasjonalitet.',0,0
'800','l','Språk',0,0
'800','q','Mer fullstendig navneform.',0,0
'800','t','Tittel for serien.',0,0
'800','u','Sorteringsdelfelt for delfelt $t.',0,0
'800','v','Bind, nummer etc.',0,0
'800','w','Sorteringsdelfelt for delfelt $a.',0,0
'800','x','ISSN.',0,0
'800','8','Andre karakteristika forbundet med navn.',0,0
'810','a','Navn.',0,0
'810','b','Underavdeling.',0,0
'810','c','Sted.',0,0
'810','d','Dato.',0,0
'810','g','Diverse opplysninger',0,0
'810','l','Språk',0,0
'810','n','Nummer for konferanse.',0,0
'810','q','Forklarende tilføyelse.',0,0
'810','t','Tittel for serien',0,0
'810','u','Sorteringsdelfelt for delfelt $t.',0,0
'810','v','Bind, nummer etc.',0,0
'810','w','Sorteringsdelfelt for delfelt $a.',0,0
'810','x','ISSN.',0,0
'811','a','Navn. (24.7-.8)',0,0
'811','c','Sted.',0,0
'811','d','Dato.',0,0
'811','g','Diverse opplysninger',0,0
'811','l','Språk',0,0
'811','n','Nummer for konferanse, utstilling, møte etc.',0,0
'811','q','Forklarende tilføyelse.',0,0
'811','t','Tittel for serien',0,0
'811','u','Sorteringsdelfelt for delfelt $t.',0,0
'811','v','Bind, nummer etc.',0,0
'811','w','Sorteringsdelfelt for delfelt $a.',0,0
'811','x','ISSN.',0,0
'830','a','Standardisert tittel.',0,0
'830','b','Underordnet enhet.',0,0
'830','d','Årstall.',0,0
'830','f','Utgivelsesåret for verket som katalogiseres.',0,0
'830','i','Serienummer, opusnummer, nummer fra verkfortegnelse. [Mus]',0,0
'830','k','Form.',0,0
'830','l','Språk i dokumentet.',0,0
'830','m','Besetning. [Mus]',0,0
'830','n','Nummer for del av verk.',0,0
'830','o','Arrangement. [Mus]',0,0
'830','p','Tittel for del av verk.',0,0
'830','q','Forklarende tilføyelse.',0,0
'830','r','Toneart. [Mus]',0,0
'830','s','Versjon.(25.18A11)',0,0
'830','v','Bind, nummer etc.',0,0
'830','w','Sorteringsdelfelt for delfelt $a.',0,0
'830','x','ISSN ',0,0
'850','a','Eiende bibliotek/avdeling',0,0
'850','b','Filial-, avdelings- eller samlingskode.',0,0
'850','c','Hyllesignatur',0,0
'850','d','Utgivelsesår, copyrightår eller trykkeår (monografier).',0,0
'850','e','Antall eksemplarer.',0,0
'850','i','Første bind (volum/nummer) i biblioteket (periodika).',0,0
'850','j','Parallell bindnummerering til første bind (periodika).',0,0
'850','k','Første år i biblioteket (periodika).',0,0
'850','l','Siste bind (volum/nummer) i biblioteket (periodika).',0,0
'850','m','Parallell bindnummerering til siste bind (periodika).',0,0
'850','n','Siste år i biblioteket (periodika).',0,0
'850','o','Note om begrenset oppbevaring.',0,0
'850','p','Angivelse av ufullstendighet (periodika).',0,0
'850','s','Status for beholdningsoppgaven.',0,0
'850','z','Lokal note.',0,0
'856','a','Vertsmaskinadresse. (R)',1,0
'856','b','Tilgangsnummer for vertsmaskin.',0,0
'856','c','Komprimering.(R)',1,0
'856','d','Filkatalog.(R)',1,0
'856','f','Filnavn.(R)',1,0
'856','g','URN (Uniform Resource Name).(R)',1,0
'856','k','Passord.',0,0
'856','l','Innloggingsuttrykk.',0,0
'856','p','Portnummer.',0,0
'856','q','Elektronisk format.',0,0
'856','r','Kommunikasjonsoppsett.',0,0
'856','s','Filstørrelse. (R)',1,0
'856','t','Terminalemulering.(R)',1,0
'856','u','URL (Uniform Resource Locator).(R)',1,0
'856','z','Note. (R)',1,0
'856','2','Tilgangsmetode.',0,0
'856','3','Dokumentspesifikasjon',0,0
'900','a','Navn, henvisning fra',0,0
'900','b','Nummer.',0,0
'900','c','Andre tilføyelser.',0,0
'900','d','Årstall forbundet med navn.',0,0
'900','g','Diverse.',0,0
'900','j','Nasjonalitet.',0,0
'900','q','Mer fullstendig navneform.',0,0
'900','t','Tittel',0,0
'900','u','Sorteringsdelfelt for delfelt $t.',0,0
'900','w','Sorteringsdelfelt for delfelt $a.',0,0
'900','x','Underavdeling til emneord.(R)',1,0
'900','z','Navn, henvisning til.',0,0
'900','0','Kvalifikator til emneord.(R)',1,0
'900','8','Andre karakteristika forbundet med navn.(R)',1,0
'910','a','Navn, henvisning fra',0,0
'910','b','Underavdeling.',0,0
'910','c','Sted.',0,0
'910','d','Dato.',0,0
'910','g','Diverse.',0,0
'910','n','Nummer for konferanse, utstilling etc.',0,0
'910','q','Forklarende tilføyelse.',0,0
'910','t','Tittel.',0,0
'910','u','Sorteringsdelfelt for delfelt $t.',0,0
'910','w','Sorteringsdelfelt for delfelt $a.',0,0
'910','x','Underavdeling til emneord.(R)',1,0
'910','z','Navn, henvisning til.',0,0
'910','0','Kvalifikator til emneord.(R)',1,0
'911','a','Navn, henvisning fra.',0,0
'911','c','Sted.',0,0
'911','d','Dato.',0,0
'911','g','Diverse.',0,0
'911','n','Nummer for konferanse, møte, utstilling etc.',0,0
'911','q','Forklarende tilføyelse.',0,0
'911','t','Tittel.',0,0
'911','u','Sorteringsdelfelt for delfelt $t.',0,0
'911','w','Sorteringsdelfelt for delfelt $a.',0,0
'911','x','Underavdeling til emneord.',0,0
'911','z','Navn, henvisning til.',0,0
'911','0','Kvalifikator til emneord.',0,0
'930','a','Standardtittel, henvisning fra.',0,0
'930','b','Underordnet enhet.',0,0
'930','d','Årstall.',0,0
'930','f','Utgivelsesåret for verket som katalogiseres.',0,0
'930','g','Diverse.',0,0
'930','i','Serienummer, opusnummer, nummer fra verkfortegnelse. [Mus]',0,0
'930','k','Form.',0,0
'930','l','Språk.',0,0
'930','m','Besetning. [Mus]',0,0
'930','n','Nummer for del av verk.',0,0
'930','o','Arrangement. [Mus]',0,0
'930','p','Tittel for del av verk.',0,0
'930','q','Forklarende tilføyelse. ',0,0
'930','r','Toneart. [Mus]',0,0
'930','s','Versjon.',0,0
'930','w','Sorteringsdelfelt for delfelt $a.',0,0
'930','x','Underavdeling til emneord. (R)',0,0
'930','z','Standardtittel, henvisning til.',0,0
'930','0','Kvalifikator til emneord.(R)',1,0
'940','a','Tittel, henvisning fra.',0,0
'940','g','Diverse.',0,0
'940','n','Nummer for del av verk.',0,0
'940','p','Tittel for del av verk.',0,0
'940','w','Sorteringsdelfelt for delfelt $a.',0,0
'940','x','Underavdeling til emneord. (R)',1,0
'940','z','Tittel, henvisning til.',0,0
'940','0','Kvalifikator til emneord.(R)',1,0
'950','a','Navn eller ord, henvisning fra.',0,0
'950','g','Diverse.',0,0
'950','q','Forklarende tilføyelser til delfelt $a.',0,0
'950','w','Sorteringsdelfelt for delfelt $a.',0,0
'950','x','Underavdeling til emneord. (R)',1,0
'950','z','Navn eller ord, henvisning til.',0,0
'950','0','Kvalifikator til emneord.(R)',1,0
